attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,dpd,risk_segment,contact_date,contact_hour,contact_dow
,ACC0003968,BRW0004634,2026-04-12 04:50:35,CALL0047259,AGT0000492,1970-01-01 00:00:00.000000001,VND0000004,,75,MEDIUM,2026-04-12,4,Sunday
,ACC0002312,BRW0004953,2026-07-03 01:34:39,CALL0086238,AGT0000836,1970-01-01 00:00:00.000000007,VND0000005,,45,HIGH,2026-07-03,1,Friday
,ACC0028695,BRW0002928,2026-06-24 02:47:05,CALL0020324,AGT0000900,1970-01-01 00:00:00.000000003,VND0000015,,30,MEDIUM,2026-06-24,2,Wednesday
,ACC0004061,BRW0006161,2026-01-02 09:33:41,CALL0023554,AGT0000039,1970-01-01 00:00:00.000000007,VND0000011,,30,MEDIUM,2026-01-02,9,Friday
,ACC0006527,BRW0009338,2026-03-10 22:13:47,CALL0000889,AGT0000907,1970-01-01 00:00:00.000000002,VND0000005,,1,NPA,2026-03-10,22,Tuesday
,ACC0019079,BRW0010608,2026-07-01 05:54:29,CALL0059388,AGT0000732,1970-01-01 00:00:00.000000004,VND0000001,,1,LOW,2026-07-01,5,Wednesday
,ACC0013363,BRW0007038,2026-01-12 03:57:14,CALL0053915,AGT0000553,1970-01-01 00:00:00.000000003,VND0000003,,60,LOW,2026-01-12,3,Monday
,ACC0019244,BRW0006032,2026-03-13 19:19:07,CALL0030664,AGT0000829,1970-01-01 00:00:00.000000002,VND0000003,,1,LOW,2026-03-13,19,Friday
,ACC0013947,BRW0011014,2026-01-28 08:24:49,CALL0036456,AGT0000839,1970-01-01 00:00:00.000000001,VND0000003,,0,LOW,2026-01-28,8,Wednesday
,ACC0008594,BRW0000990,2026-04-11 22:43:19,CALL0009482,AGT0000701,1970-01-01 00:00:00.000000004,VND0000003,,45,NPA,2026-04-11,22,Saturday
,ACC0002632,BRW0004081,2026-01-24 01:32:15,CALL0027795,AGT0000067,1970-01-01 00:00:00.000000007,VND0000012,,90,MEDIUM,2026-01-24,1,Saturday
,ACC0006992,BRW0004313,2026-06-21 00:39:53,CALL0030108,AGT0000325,1970-01-01 00:00:00.000000005,VND0000001,,120,LOW,2026-06-21,0,Sunday
,ACC0003078,BRW0003243,2026-02-11 18:26:30,CALL0070701,AGT0000493,1970-01-01 00:00:00.000000007,VND0000002,,45,HIGH,2026-02-11,18,Wednesday
,ACC0020414,BRW0004728,2026-02-28 09:41:31,CALL0071861,AGT0000428,1970-01-01 00:00:00.000000005,VND0000006,,45,MEDIUM,2026-02-28,9,Saturday
,ACC0016172,BRW0005592,2026-07-15 05:11:27,CALL0006103,AGT0000182,1970-01-01 00:00:00.000000006,VND0000013,,75,HIGH,2026-07-15,5,Wednesday
,ACC0011092,BRW0002329,2026-04-01 09:10:54,CALL0004329,AGT0000774,1970-01-01 00:00:00.000000002,VND0000006,,15,MEDIUM,2026-04-01,9,Wednesday
,ACC0016220,BRW0005353,2026-01-03 09:16:42,CALL0006845,AGT0000168,1970-01-01 00:00:00.000000003,VND0000010,,120,MEDIUM,2026-01-03,9,Saturday
,ACC0026105,BRW0006080,2026-02-15 12:08:55,CALL0082574,AGT0000490,1970-01-01 00:00:00.000000006,VND0000015,,0,MEDIUM,2026-02-15,12,Sunday
,ACC0009157,BRW0001817,2026-04-16 14:12:09,CALL0065419,AGT0000726,1970-01-01 00:00:00.000000007,VND0000003,,45,NPA,2026-04-16,14,Thursday
,ACC0023166,BRW0009615,2026-06-30 18:07:15,CALL0003138,AGT0000839,1970-01-01 00:00:00.000000007,VND0000009,,45,LOW,2026-06-30,18,Tuesday
,ACC0022795,BRW0000541,2026-05-30 05:57:55,CALL0075059,AGT0000289,1970-01-01 00:00:00.000000002,VND0000014,,1,HIGH,2026-05-30,5,Saturday
,ACC0017306,BRW0001157,2026-03-14 04:54:02,CALL0003758,AGT0000929,1970-01-01 00:00:00.000000005,VND0000009,,30,NPA,2026-03-14,4,Saturday
,ACC0010706,BRW0007379,2026-06-11 17:20:10,CALL0087007,AGT0000123,1970-01-01 00:00:00.000000002,VND0000001,,15,NPA,2026-06-11,17,Thursday
,ACC0005728,BRW0009927,2026-01-02 12:02:57,CALL0035660,AGT0000050,1970-01-01 00:00:00.000000007,VND0000006,,45,MEDIUM,2026-01-02,12,Friday
,ACC0010134,BRW0011737,2026-05-15 05:33:48,CALL0078532,AGT0000287,1970-01-01 00:00:00.000000007,VND0000011,,1,HIGH,2026-05-15,5,Friday
,ACC0025699,BRW0003908,2026-06-26 19:54:21,CALL0057050,AGT0000647,1970-01-01 00:00:00.000000001,VND0000007,,0,NPA,2026-06-26,19,Friday
,ACC0022564,BRW0006750,2026-06-19 17:20:23,CALL0036026,AGT0000992,1970-01-01 00:00:00.000000004,VND0000003,,180,NPA,2026-06-19,17,Friday
,ACC0022259,BRW0003421,2026-05-04 04:33:26,CALL0069182,AGT0000925,1970-01-01 00:00:00.000000005,VND0000014,,30,MEDIUM,2026-05-04,4,Monday
,ACC0021228,BRW0010323,2026-04-02 23:33:43,CALL0044688,AGT0000182,1970-01-01 00:00:00.000000005,VND0000014,,180,LOW,2026-04-02,23,Thursday
,ACC0029036,BRW0008998,2026-04-01 17:41:24,CALL0075773,AGT0000284,1970-01-01 00:00:00.000000004,VND0000008,,75,HIGH,2026-04-01,17,Wednesday
,ACC0023478,BRW0007868,2026-04-19 09:58:18,CALL0081724,AGT0000954,1970-01-01 00:00:00.000000007,VND0000014,,45,LOW,2026-04-19,9,Sunday
,ACC0005755,BRW0004350,2026-06-15 21:40:38,CALL0060896,AGT0000595,1970-01-01 00:00:00.000000006,VND0000003,,30,HIGH,2026-06-15,21,Monday
,ACC0012836,BRW0004604,2026-06-26 03:51:46,CALL0065754,AGT0000144,1970-01-01 00:00:00.000000004,VND0000005,,75,MEDIUM,2026-06-26,3,Friday
,ACC0017895,BRW0009627,2026-04-17 17:59:50,CALL0004238,AGT0000555,1970-01-01 00:00:00.000000007,VND0000002,,45,HIGH,2026-04-17,17,Friday
,ACC0003423,BRW0010105,2026-03-27 17:49:34,CALL0063392,AGT0000340,1970-01-01 00:00:00.000000002,VND0000007,,60,LOW,2026-03-27,17,Friday
,ACC0010510,BRW0005665,2026-05-07 03:16:48,CALL0007904,AGT0000303,1970-01-01 00:00:00.000000005,VND0000011,,0,MEDIUM,2026-05-07,3,Thursday
,ACC0008002,BRW0011976,2026-06-06 08:29:20,CALL0001740,AGT0000150,1970-01-01 00:00:00.000000001,VND0000007,,60,MEDIUM,2026-06-06,8,Saturday
,ACC0019628,BRW0002146,2026-05-23 10:15:17,CALL0074260,AGT0000792,1970-01-01 00:00:00.000000005,VND0000007,,5,HIGH,2026-05-23,10,Saturday
,ACC0003187,BRW0000517,2026-02-20 16:51:55,CALL0047316,AGT0000194,1970-01-01 00:00:00.000000005,VND0000003,,5,LOW,2026-02-20,16,Friday
,ACC0000596,BRW0007491,2026-06-17 17:52:16,CALL0028874,AGT0000842,1970-01-01 00:00:00.000000001,VND0000001,,15,LOW,2026-06-17,17,Wednesday
,ACC0023396,BRW0000935,2026-03-27 17:17:06,CALL0049950,AGT0000125,1970-01-01 00:00:00.000000004,VND0000002,,1,MEDIUM,2026-03-27,17,Friday
,ACC0018156,BRW0004502,2026-07-07 08:22:41,CALL0029810,AGT0000513,1970-01-01 00:00:00.000000001,VND0000009,,90,NPA,2026-07-07,8,Tuesday
,ACC0015127,BRW0010457,2026-01-16 10:33:08,CALL0063192,AGT0000265,1970-01-01 00:00:00.000000004,VND0000008,,45,LOW,2026-01-16,10,Friday
,ACC0016927,BRW0009870,2026-03-02 04:29:41,CALL0074626,AGT0000003,1970-01-01 00:00:00.000000005,VND0000009,,30,NPA,2026-03-02,4,Monday
,ACC0026098,BRW0010058,2026-06-19 18:12:01,CALL0067570,AGT0000774,1970-01-01 00:00:00.000000005,VND0000015,,15,HIGH,2026-06-19,18,Friday
,ACC0028141,BRW0010148,2026-07-01 08:35:36,CALL0060308,AGT0000213,1970-01-01 00:00:00.000000002,VND0000002,,30,HIGH,2026-07-01,8,Wednesday
,ACC0014228,BRW0007086,2026-02-14 19:02:06,CALL0023279,AGT0000734,1970-01-01 00:00:00.000000005,VND0000004,,75,HIGH,2026-02-14,19,Saturday
,ACC0006100,BRW0002428,2026-01-03 18:55:23,CALL0081412,AGT0000372,1970-01-01 00:00:00.000000002,VND0000005,,60,LOW,2026-01-03,18,Saturday
,ACC0011309,BRW0009534,2026-06-03 17:23:02,CALL0031252,AGT0000113,1970-01-01 00:00:00.000000006,,,60,LOW,2026-06-03,17,Wednesday
,ACC0022601,BRW0002627,2026-08-01 02:36:37,CALL0070895,AGT0000951,1970-01-01 00:00:00.000000002,VND0000014,,180,NPA,2026-08-01,2,Saturday
,ACC0010730,BRW0001678,2026-03-17 15:20:19,CALL0049995,AGT0000296,1970-01-01 00:00:00.000000002,VND0000014,,120,HIGH,2026-03-17,15,Tuesday
,ACC0023464,BRW0008219,2026-06-25 07:06:07,CALL0038273,AGT0000002,1970-01-01 00:00:00.000000001,VND0000002,,75,MEDIUM,2026-06-25,7,Thursday
,ACC0000576,BRW0011404,2026-08-01 08:08:23,CALL0043520,AGT0000976,1970-01-01 00:00:00.000000006,VND0000006,,15,MEDIUM,2026-08-01,8,Saturday
,ACC0021950,BRW0008667,2026-04-17 10:31:20,CALL0043485,AGT0000060,1970-01-01 00:00:00.000000005,VND0000004,,120,HIGH,2026-04-17,10,Friday
,ACC0000156,BRW0007593,2026-01-17 13:54:17,CALL0057500,AGT0000485,1970-01-01 00:00:00.000000006,VND0000008,,0,NPA,2026-01-17,13,Saturday
,ACC0011823,BRW0011464,2026-06-16 22:03:51,CALL0029321,AGT0000324,1970-01-01 00:00:00.000000005,VND0000002,,1,MEDIUM,2026-06-16,22,Tuesday
,ACC0011080,BRW0004192,2026-04-12 21:01:26,CALL0012871,AGT0000901,1970-01-01 00:00:00.000000006,VND0000003,,30,LOW,2026-04-12,21,Sunday
,ACC0011619,BRW0000132,2026-01-18 13:06:41,CALL0028123,AGT0000164,1970-01-01 00:00:00.000000004,VND0000009,,90,MEDIUM,2026-01-18,13,Sunday
,ACC0009975,BRW0010560,2026-05-21 18:08:47,CALL0085172,AGT0000305,1970-01-01 00:00:00.000000002,VND0000015,,75,HIGH,2026-05-21,18,Thursday
,ACC0027399,BRW0000648,2026-04-27 07:11:54,CALL0052433,AGT0000218,1970-01-01 00:00:00.000000006,VND0000005,,120,HIGH,2026-04-27,7,Monday
,ACC0022739,BRW0001903,2026-02-20 02:01:23,CALL0036789,AGT0000805,1970-01-01 00:00:00.000000002,VND0000015,,15,NPA,2026-02-20,2,Friday
,ACC0006767,BRW0011190,2026-06-08 21:42:18,CALL0088184,AGT0000091,1970-01-01 00:00:00.000000004,VND0000004,,60,NPA,2026-06-08,21,Monday
,ACC0008791,BRW0002049,2026-02-17 12:11:51,CALL0034570,AGT0000952,1970-01-01 00:00:00.000000004,VND0000001,,120,NPA,2026-02-17,12,Tuesday
,ACC0005695,BRW0004922,2026-03-31 09:45:02,CALL0074777,AGT0000493,1970-01-01 00:00:00.000000002,VND0000006,,45,MEDIUM,2026-03-31,9,Tuesday
,ACC0013824,BRW0009223,2026-03-15 12:36:07,CALL0055942,AGT0000687,1970-01-01 00:00:00.000000006,VND0000002,,90,HIGH,2026-03-15,12,Sunday
,ACC0028701,BRW0002272,2026-05-15 19:28:33,CALL0008370,AGT0000998,1970-01-01 00:00:00.000000003,VND0000013,,5,HIGH,2026-05-15,19,Friday
,ACC0028822,BRW0008955,2026-05-18 12:22:55,CALL0048935,AGT0000426,1970-01-01 00:00:00.000000001,VND0000011,,75,LOW,2026-05-18,12,Monday
,ACC0021765,BRW0006441,2026-08-03 06:41:07,CALL0051067,AGT0000071,1970-01-01 00:00:00.000000003,VND0000012,,60,LOW,2026-08-03,6,Monday
,ACC0019330,BRW0010566,2026-03-02 12:40:38,CALL0050238,AGT0000669,1970-01-01 00:00:00.000000004,VND0000003,,120,NPA,2026-03-02,12,Monday
,ACC0028482,BRW0000825,2026-01-14 20:19:50,CALL0015809,AGT0000711,1970-01-01 00:00:00.000000003,VND0000013,,75,NPA,2026-01-14,20,Wednesday
,ACC0016672,BRW0010405,2026-03-29 13:03:35,CALL0073599,AGT0000849,1970-01-01 00:00:00.000000002,,,45,NPA,2026-03-29,13,Sunday
,ACC0013758,BRW0004764,2026-02-17 00:25:14,CALL0055879,AGT0000103,1970-01-01 00:00:00.000000005,VND0000006,,90,HIGH,2026-02-17,0,Tuesday
,ACC0021141,BRW0008707,2026-02-10 10:39:03,CALL0079302,AGT0000518,1970-01-01 00:00:00.000000003,VND0000003,,5,MEDIUM,2026-02-10,10,Tuesday
,ACC0016433,BRW0006664,2026-04-06 05:44:50,CALL0031538,AGT0000289,1970-01-01 00:00:00.000000006,VND0000011,,30,LOW,2026-04-06,5,Monday
,ACC0028631,BRW0008836,2026-01-26 01:47:34,CALL0036701,AGT0000381,1970-01-01 00:00:00.000000005,VND0000004,,60,NPA,2026-01-26,1,Monday
,ACC0013821,BRW0001854,2026-03-04 09:32:21,CALL0019950,AGT0000563,1970-01-01 00:00:00.000000004,VND0000015,,15,LOW,2026-03-04,9,Wednesday
,ACC0017645,BRW0004659,2026-05-21 09:55:41,CALL0039402,AGT0000556,1970-01-01 00:00:00.000000002,VND0000014,,15,MEDIUM,2026-05-21,9,Thursday
,ACC0010308,BRW0002920,2026-06-26 03:05:16,CALL0005744,AGT0000019,1970-01-01 00:00:00.000000003,VND0000015,,15,MEDIUM,2026-06-26,3,Friday
,ACC0026294,BRW0011322,2026-06-12 03:58:54,CALL0061042,AGT0000088,1970-01-01 00:00:00.000000002,VND0000011,,75,LOW,2026-06-12,3,Friday
,ACC0017533,BRW0010273,2026-05-05 09:20:27,CALL0075809,AGT0000582,1970-01-01 00:00:00.000000006,VND0000003,,90,LOW,2026-05-05,9,Tuesday
,ACC0026340,BRW0004071,2026-03-20 21:46:12,CALL0041270,AGT0000261,1970-01-01 00:00:00.000000001,VND0000010,,5,LOW,2026-03-20,21,Friday
,ACC0023579,BRW0001072,2026-08-08 01:53:01,CALL0004616,AGT0000852,1970-01-01 00:00:00.000000002,VND0000006,,30,HIGH,2026-08-08,1,Saturday
,ACC0012036,BRW0004242,2026-02-04 03:44:39,CALL0002442,AGT0000451,1970-01-01 00:00:00.000000005,VND0000010,,45,LOW,2026-02-04,3,Wednesday
,ACC0016227,BRW0003296,2026-03-10 08:31:41,CALL0063911,AGT0000557,1970-01-01 00:00:00.000000004,VND0000013,,60,HIGH,2026-03-10,8,Tuesday
,ACC0022073,BRW0002745,2026-06-28 07:07:43,CALL0028710,AGT0000840,1970-01-01 00:00:00.000000005,VND0000001,,60,HIGH,2026-06-28,7,Sunday
,ACC0012468,BRW0011946,2026-03-05 09:52:47,CALL0014616,AGT0000145,1970-01-01 00:00:00.000000003,VND0000003,,45,MEDIUM,2026-03-05,9,Thursday
,ACC0024353,BRW0000196,2026-04-24 19:48:19,CALL0005327,AGT0000362,1970-01-01 00:00:00.000000003,VND0000010,,5,LOW,2026-04-24,19,Friday
,ACC0010413,BRW0003041,2026-05-10 10:11:49,CALL0001995,AGT0000725,1970-01-01 00:00:00.000000002,VND0000006,,75,NPA,2026-05-10,10,Sunday
,ACC0011653,BRW0011789,2026-01-28 09:40:38,CALL0044790,AGT0000384,1970-01-01 00:00:00.000000005,VND0000013,,5,MEDIUM,2026-01-28,9,Wednesday
,ACC0009527,BRW0004144,2026-05-31 17:22:57,CALL0049079,AGT0000724,1970-01-01 00:00:00.000000002,,,1,MEDIUM,2026-05-31,17,Sunday
,ACC0027367,BRW0001769,2026-06-22 03:47:47,CALL0087585,AGT0000558,1970-01-01 00:00:00.000000007,VND0000005,,90,HIGH,2026-06-22,3,Monday
,ACC0004911,BRW0010563,2026-05-26 14:49:38,CALL0016098,AGT0000936,1970-01-01 00:00:00.000000005,VND0000002,,15,MEDIUM,2026-05-26,14,Tuesday
,ACC0007329,BRW0008915,2026-07-17 12:42:47,CALL0075312,AGT0000057,1970-01-01 00:00:00.000000002,VND0000015,,60,HIGH,2026-07-17,12,Friday
,ACC0006759,BRW0003057,2026-05-27 02:08:48,CALL0047493,AGT0000067,1970-01-01 00:00:00.000000002,VND0000002,,60,NPA,2026-05-27,2,Wednesday
,ACC0004135,BRW0002454,2026-02-24 02:20:29,CALL0056883,AGT0000195,1970-01-01 00:00:00.000000001,VND0000011,,15,LOW,2026-02-24,2,Tuesday
,ACC0023169,BRW0005613,2026-05-21 11:03:43,CALL0089929,AGT0000374,1970-01-01 00:00:00.000000004,VND0000014,,15,NPA,2026-05-21,11,Thursday
,ACC0014664,BRW0002501,2026-02-25 19:47:16,CALL0076848,AGT0000906,1970-01-01 00:00:00.000000003,VND0000004,,15,NPA,2026-02-25,19,Wednesday
,ACC0004325,BRW0001188,2026-02-12 13:18:21,CALL0048328,AGT0000865,1970-01-01 00:00:00.000000005,VND0000013,,15,HIGH,2026-02-12,13,Thursday
,ACC0019663,BRW0003849,2026-01-21 04:57:39,CALL0021115,AGT0000630,1970-01-01 00:00:00.000000006,VND0000005,,90,HIGH,2026-01-21,4,Wednesday
,ACC0008024,BRW0000146,2026-05-08 19:25:57,CALL0010534,AGT0000696,1970-01-01 00:00:00.000000003,VND0000003,,30,HIGH,2026-05-08,19,Friday
,ACC0025732,BRW0007324,2026-04-28 09:52:07,CALL0062204,AGT0000975,1970-01-01 00:00:00.000000003,VND0000015,,0,LOW,2026-04-28,9,Tuesday
,ACC0005595,BRW0008851,2026-03-02 18:53:56,CALL0052520,AGT0000887,1970-01-01 00:00:00.000000007,VND0000001,,15,NPA,2026-03-02,18,Monday
,ACC0007512,BRW0000905,2026-03-10 01:31:12,CALL0009889,AGT0000801,1970-01-01 00:00:00.000000007,VND0000008,,90,NPA,2026-03-10,1,Tuesday
,ACC0020821,BRW0004763,2026-07-28 18:36:37,CALL0052493,AGT0000917,1970-01-01 00:00:00.000000003,VND0000009,,90,LOW,2026-07-28,18,Tuesday
,ACC0016562,BRW0005359,2026-08-05 13:51:38,CALL0055888,AGT0000528,1970-01-01 00:00:00.000000006,VND0000006,,120,LOW,2026-08-05,13,Wednesday
,ACC0017912,BRW0010959,2026-05-05 01:27:41,CALL0065100,AGT0000286,1970-01-01 00:00:00.000000006,VND0000003,,60,LOW,2026-05-05,1,Tuesday
,ACC0018082,BRW0003525,2026-04-21 04:07:08,CALL0003867,AGT0000961,1970-01-01 00:00:00.000000005,VND0000003,,15,MEDIUM,2026-04-21,4,Tuesday
,ACC0023735,BRW0007580,2026-03-31 01:22:32,CALL0024880,AGT0000323,1970-01-01 00:00:00.000000007,VND0000011,,180,NPA,2026-03-31,1,Tuesday
,ACC0002682,BRW0006797,2026-07-09 03:34:16,CALL0058612,AGT0000204,1970-01-01 00:00:00.000000006,VND0000003,,0,NPA,2026-07-09,3,Thursday
,ACC0017870,BRW0007254,2026-05-10 01:24:02,CALL0015725,AGT0000520,1970-01-01 00:00:00.000000006,VND0000007,,45,NPA,2026-05-10,1,Sunday
,ACC0011537,BRW0005420,2026-03-19 23:13:24,CALL0050732,AGT0000202,1970-01-01 00:00:00.000000003,VND0000015,,180,HIGH,2026-03-19,23,Thursday
,ACC0007258,BRW0004056,2026-04-13 12:31:56,CALL0006195,AGT0000945,1970-01-01 00:00:00.000000004,VND0000004,,30,LOW,2026-04-13,12,Monday
,ACC0019832,BRW0008784,2026-08-04 20:36:35,CALL0023603,AGT0000335,1970-01-01 00:00:00.000000007,VND0000009,,60,NPA,2026-08-04,20,Tuesday
,ACC0014012,BRW0010371,2026-01-14 23:50:48,CALL0002831,AGT0000992,1970-01-01 00:00:00.000000006,VND0000012,,60,LOW,2026-01-14,23,Wednesday
,ACC0009864,BRW0001223,2026-03-31 08:54:08,CALL0059832,AGT0000607,1970-01-01 00:00:00.000000006,VND0000006,,60,MEDIUM,2026-03-31,8,Tuesday
,ACC0003885,BRW0010757,2026-07-25 16:10:48,CALL0074123,AGT0000884,1970-01-01 00:00:00.000000007,VND0000005,,30,MEDIUM,2026-07-25,16,Saturday
,ACC0022086,BRW0001466,2026-06-05 12:42:32,CALL0006021,AGT0000662,1970-01-01 00:00:00.000000004,VND0000013,,120,HIGH,2026-06-05,12,Friday
,ACC0024687,BRW0000305,2026-02-07 12:59:27,CALL0046949,AGT0000621,1970-01-01 00:00:00.000000003,VND0000009,,30,NPA,2026-02-07,12,Saturday
,ACC0025028,BRW0010850,2026-02-10 11:17:05,CALL0078379,AGT0000047,1970-01-01 00:00:00.000000001,VND0000012,,75,LOW,2026-02-10,11,Tuesday
,ACC0000761,BRW0002536,2026-03-19 23:18:53,CALL0048023,AGT0000043,1970-01-01 00:00:00.000000001,VND0000003,,15,MEDIUM,2026-03-19,23,Thursday
,ACC0025501,BRW0005048,2026-07-10 03:09:35,CALL0039074,AGT0000780,1970-01-01 00:00:00.000000004,VND0000014,,15,NPA,2026-07-10,3,Friday
,ACC0009624,BRW0001476,2026-04-11 06:58:42,CALL0016734,AGT0000813,1970-01-01 00:00:00.000000007,VND0000014,,5,LOW,2026-04-11,6,Saturday
,ACC0017494,BRW0000776,2026-04-08 11:47:11,CALL0003040,AGT0000954,1970-01-01 00:00:00.000000003,VND0000010,,60,LOW,2026-04-08,11,Wednesday
,ACC0015259,BRW0010767,2026-03-04 20:30:26,CALL0029976,AGT0000263,1970-01-01 00:00:00.000000006,VND0000006,,30,LOW,2026-03-04,20,Wednesday
,ACC0001494,BRW0002778,2026-07-09 20:21:01,CALL0005558,AGT0000131,1970-01-01 00:00:00.000000002,VND0000014,,1,MEDIUM,2026-07-09,20,Thursday
,ACC0002026,BRW0010029,2026-06-17 02:02:52,CALL0083911,AGT0000190,1970-01-01 00:00:00.000000004,VND0000008,,45,MEDIUM,2026-06-17,2,Wednesday
,ACC0029627,BRW0003283,2026-06-09 12:46:15,CALL0002254,AGT0000072,1970-01-01 00:00:00.000000007,VND0000002,,45,HIGH,2026-06-09,12,Tuesday
,ACC0017368,BRW0009159,2026-03-12 11:23:56,CALL0085124,AGT0000607,1970-01-01 00:00:00.000000003,VND0000004,,120,MEDIUM,2026-03-12,11,Thursday
,ACC0022531,BRW0010426,2026-02-04 23:55:17,CALL0077046,AGT0000974,1970-01-01 00:00:00.000000003,VND0000010,,5,MEDIUM,2026-02-04,23,Wednesday
,ACC0005572,BRW0003897,2026-06-04 22:14:30,CALL0019117,AGT0000775,1970-01-01 00:00:00.000000007,VND0000006,,180,MEDIUM,2026-06-04,22,Thursday
,ACC0008193,BRW0006559,2026-02-15 18:14:02,CALL0029755,AGT0000195,1970-01-01 00:00:00.000000002,VND0000001,,5,MEDIUM,2026-02-15,18,Sunday
,ACC0019773,BRW0007515,2026-02-16 17:38:55,CALL0034053,AGT0000640,1970-01-01 00:00:00.000000002,VND0000010,,1,HIGH,2026-02-16,17,Monday
,ACC0018206,BRW0009720,2026-01-25 19:31:10,CALL0018559,AGT0000054,1970-01-01 00:00:00.000000001,VND0000015,,30,NPA,2026-01-25,19,Sunday
,ACC0002845,BRW0004433,2026-01-26 00:16:00,CALL0011581,AGT0000197,1970-01-01 00:00:00.000000004,VND0000011,,60,MEDIUM,2026-01-26,0,Monday
,ACC0026988,BRW0008708,2026-02-23 07:41:48,CALL0046254,AGT0000893,1970-01-01 00:00:00.000000005,VND0000007,,5,HIGH,2026-02-23,7,Monday
,ACC0009929,BRW0000457,2026-03-24 20:27:36,CALL0084984,AGT0000691,1970-01-01 00:00:00.000000006,VND0000001,,75,MEDIUM,2026-03-24,20,Tuesday
,ACC0021791,BRW0004946,2026-08-05 12:02:04,CALL0070113,AGT0000586,1970-01-01 00:00:00.000000001,VND0000005,,5,MEDIUM,2026-08-05,12,Wednesday
,ACC0017546,BRW0005322,2026-01-06 11:12:55,CALL0066239,AGT0000770,1970-01-01 00:00:00.000000002,VND0000014,,90,MEDIUM,2026-01-06,11,Tuesday
,ACC0002204,BRW0001050,2026-03-15 02:57:31,CALL0001871,AGT0000359,1970-01-01 00:00:00.000000003,VND0000013,,30,HIGH,2026-03-15,2,Sunday
,ACC0009757,BRW0010767,2026-01-10 02:52:20,CALL0036171,AGT0000540,1970-01-01 00:00:00.000000002,VND0000014,,5,NPA,2026-01-10,2,Saturday
,ACC0011774,BRW0008528,2026-04-14 10:54:18,CALL0087200,AGT0000716,1970-01-01 00:00:00.000000004,VND0000005,,75,NPA,2026-04-14,10,Tuesday
,ACC0012860,BRW0011404,2026-06-15 02:26:32,CALL0042319,AGT0000248,1970-01-01 00:00:00.000000004,VND0000011,,180,NPA,2026-06-15,2,Monday
,ACC0020648,BRW0000971,2026-04-10 00:44:32,CALL0039461,AGT0000238,1970-01-01 00:00:00.000000002,,,0,NPA,2026-04-10,0,Friday
,ACC0021024,BRW0008024,2026-02-09 12:54:08,CALL0058297,AGT0000871,1970-01-01 00:00:00.000000002,VND0000011,,45,HIGH,2026-02-09,12,Monday
,ACC0004398,BRW0009802,2026-07-11 23:01:38,CALL0077692,AGT0000185,1970-01-01 00:00:00.000000005,VND0000002,,180,MEDIUM,2026-07-11,23,Saturday
,ACC0014423,BRW0001844,2026-04-29 10:24:12,CALL0005338,AGT0000059,1970-01-01 00:00:00.000000003,VND0000011,,120,HIGH,2026-04-29,10,Wednesday
,ACC0022393,BRW0002389,2026-03-28 19:02:00,CALL0043569,AGT0000051,1970-01-01 00:00:00.000000006,VND0000011,,5,LOW,2026-03-28,19,Saturday
,ACC0029481,BRW0000527,2026-05-23 16:21:33,CALL0005293,AGT0000660,1970-01-01 00:00:00.000000003,VND0000004,,0,HIGH,2026-05-23,16,Saturday
,ACC0010233,BRW0010127,2026-06-07 14:06:49,CALL0083565,AGT0000302,1970-01-01 00:00:00.000000003,VND0000002,,15,NPA,2026-06-07,14,Sunday
,ACC0018473,BRW0001924,2026-03-31 09:58:32,CALL0006894,AGT0000612,1970-01-01 00:00:00.000000004,VND0000007,,30,HIGH,2026-03-31,9,Tuesday
,ACC0002707,BRW0005812,2026-03-09 18:39:42,CALL0037061,AGT0000203,1970-01-01 00:00:00.000000005,VND0000011,,90,LOW,2026-03-09,18,Monday
,ACC0000646,BRW0005377,2026-04-28 10:54:07,CALL0045126,AGT0000276,1970-01-01 00:00:00.000000002,VND0000002,,15,MEDIUM,2026-04-28,10,Tuesday
,ACC0020233,BRW0002194,2026-07-11 00:05:05,CALL0009519,AGT0000226,1970-01-01 00:00:00.000000007,VND0000012,,180,LOW,2026-07-11,0,Saturday
,ACC0025921,BRW0003381,2026-01-18 02:57:16,CALL0089981,AGT0000222,1970-01-01 00:00:00.000000001,VND0000002,,15,HIGH,2026-01-18,2,Sunday
,ACC0029011,BRW0011254,2026-07-12 23:50:19,CALL0069152,AGT0000835,1970-01-01 00:00:00.000000006,VND0000015,,1,MEDIUM,2026-07-12,23,Sunday
,ACC0025284,BRW0008075,2026-06-28 08:15:25,CALL0003206,AGT0000336,1970-01-01 00:00:00.000000006,,,90,HIGH,2026-06-28,8,Sunday
,ACC0005733,BRW0008535,2026-07-04 02:16:55,CALL0074349,AGT0000536,1970-01-01 00:00:00.000000005,VND0000004,,75,MEDIUM,2026-07-04,2,Saturday
,ACC0002421,BRW0006629,2026-01-12 04:28:17,CALL0076777,AGT0000577,1970-01-01 00:00:00.000000004,VND0000015,,60,NPA,2026-01-12,4,Monday
,ACC0027106,BRW0002931,2026-01-31 12:56:52,CALL0054710,AGT0000354,1970-01-01 00:00:00.000000003,VND0000014,,30,LOW,2026-01-31,12,Saturday
,ACC0010412,BRW0005724,2026-01-01 23:14:09,CALL0038356,AGT0000729,1970-01-01 00:00:00.000000005,VND0000008,,90,HIGH,2026-01-01,23,Thursday
